2360.0,-16.11228813559322,105.15512923982695,-343.0,-70.0,-16.0,45.0,279.0
2045.0,-10.61955990220049,107.24414329390395,-345.0,-67.0,-13.0,52.0,307.0
2292.0,-28.469895287958114,107.66378896697321,-384.0,-88.0,-17.0,33.0,282.0
2379.0,-16.490121899957966,109.55967477681413,-392.0,-71.0,-18.0,44.0,292.0
2389.0,-9.216408539137715,103.93042044301161,-332.0,-60.0,-11.0,50.0,303.0
2240.0,-19.06160714285714,105.84969054716224,-370.0,-73.25,-10.0,39.0,309.0
2227.0,-19.9344409519533,109.33420255084825,-363.0,-82.0,-16.0,45.0,302.0
2671.0,-21.23736428304006,102.22899225791636,-348.0,-74.0,-14.0,33.5,322.0
2440.0,-7.690573770491803,110.25293403898735,-384.0,-62.0,-8.0,56.25,307.0
2638.0,-9.923426838514025,106.18289137623269,-349.0,-67.0,-12.0,47.0,324.0
2250.0,-24.08577777777778,102.52707446412401,-365.0,-77.0,-20.0,32.0,329.0
2640.0,-24.33409090909091,105.00065019344004,-344.0,-85.0,-12.0,33.0,290.0
2702.0,-13.03960029607698,107.10225966551928,-344.0,-65.75,-15.0,44.75,317.0
2483.0,-18.95892066049134,107.56111732628288,-368.0,-75.5,-16.0,41.5,334.0
2246.0,-22.626001780943902,102.87836968693381,-336.0,-81.0,-16.0,37.75,326.0
2424.0,-19.36963696369637,111.13428389596959,-390.0,-76.0,-13.0,45.0,306.0
2073.0,-17.327062228654125,108.57244581501928,-331.0,-70.0,-13.0,46.0,315.0
2584.0,-13.644349845201239,103.16002130265223,-423.0,-67.0,-14.0,47.0,289.0
2298.0,-13.28503046127067,107.62318837959968,-423.0,-72.0,-10.0,48.0,327.0
2280.0,-20.185964912280703,105.6375598676661,-386.0,-74.0,-18.0,38.0,301.0
1722.0,-23.735191637630663,106.26980246783394,-369.0,-75.0,-17.0,34.0,260.0
2834.0,-10.362032462949895,108.9084735641885,-401.0,-63.0,-7.0,50.0,323.0
2039.0,-14.64835703776361,107.12523481078576,-384.0,-63.0,-15.0,49.5,335.0
2270.0,-13.13215859030837,107.94334481939583,-362.0,-74.75,-5.0,44.75,316.0
1980.0,-15.456565656565656,107.98934890455607,-344.0,-66.25,-13.0,47.0,306.0
2509.0,-28.06656038262256,101.2623353472283,-374.0,-83.0,-19.0,28.0,303.0
2935.0,-4.741056218057921,108.16163710806607,-381.0,-57.0,-6.0,58.5,316.0
