657.0,-9.015220700152208,143.3180937198417,-374.0,-135.0,26.0,109.0,254.0
738.0,-24.211382113821138,147.4168119686639,-379.0,-151.5,5.0,101.0,281.0
652.0,-13.44478527607362,148.05907097544042,-412.0,-144.25,12.5,111.0,287.0
791.0,-11.821744627054361,146.48040377855887,-383.0,-131.0,18.0,105.0,308.0
641.0,-29.903276131045242,156.70411012438447,-383.0,-162.0,-17.0,114.0,262.0
520.0,-6.961538461538462,147.9191001016858,-390.0,-141.25,24.5,109.5,296.0
733.0,-14.739427012278309,146.53980431745504,-382.0,-138.0,10.0,105.0,273.0
703.0,9.57041251778094,142.8311330579832,-397.0,-107.5,49.0,120.0,273.0
549.0,-16.97632058287796,148.6622383697155,-375.0,-150.0,22.0,100.0,303.0
672.0,-6.708333333333333,147.01953413674116,-341.0,-133.25,20.5,116.0,290.0
864.0,12.251157407407407,147.43478436842614,-353.0,-106.5,45.5,128.0,340.0
476.0,-9.754201680672269,142.2998187045976,-364.0,-131.5,22.0,99.5,282.0
818.0,14.309290953545233,140.99526780685756,-341.0,-97.75,41.0,123.75,336.0
767.0,-20.0,146.3838528526255,-365.0,-141.0,14.0,102.0,280.0
729.0,-27.567901234567902,141.59995735980263,-347.0,-142.0,-7.0,86.0,300.0
782.0,-39.93606138107417,143.8425604827528,-329.0,-158.75,-51.0,77.0,287.0
618.0,-36.577669902912625,148.78769299938375,-373.0,-164.75,-24.0,89.0,268.0
742.0,-12.648247978436657,142.34631693266496,-424.0,-135.0,11.0,99.0,301.0
791.0,-16.809102402022756,142.76572016331602,-370.0,-139.5,11.0,99.0,283.0
731.0,-32.93707250341997,152.00489855721958,-399.0,-165.0,-28.0,97.0,289.0
692.0,-54.20375722543353,136.11807608504068,-361.0,-162.0,-76.5,62.0,283.0
489.0,11.233128834355828,145.3731449659135,-384.0,-103.0,52.0,121.0,328.0
665.0,-17.58796992481203,143.45888072011775,-354.0,-140.0,8.0,97.0,333.0
612.0,-17.091503267973856,148.72350952179528,-341.0,-139.0,0.0,112.25,280.0
705.0,-14.065248226950354,140.88185632354148,-339.0,-128.0,18.0,96.0,271.0
674.0,-38.82047477744807,148.96764748161974,-353.0,-164.75,-13.0,80.5,262.0
577.0,-32.46273830155979,156.4513560854009,-346.0,-166.0,-19.0,102.0,323.0
639.0,-28.762128325508606,145.3904905385383,-370.0,-154.0,-7.0,93.5,265.0
625.0,-33.9152,145.63139776636294,-345.0,-160.0,-16.0,91.0,276.0
561.0,-4.647058823529412,145.4679893460061,-421.0,-127.0,24.0,113.0,279.0
587.0,-7.534923339011925,146.00832199663233,-377.0,-136.0,21.0,112.5,291.0
697.0,-27.137733142037302,143.81419994483687,-332.0,-147.0,-17.0,96.0,279.0
516.0,-25.391472868217054,142.35348401982907,-347.0,-141.0,-10.0,91.25,322.0
745.0,-29.651006711409394,141.82791548165778,-376.0,-152.0,-8.0,86.0,249.0
638.0,-36.50313479623824,149.97346439138758,-354.0,-165.75,-48.5,89.75,340.0
598.0,-7.178929765886288,147.3229104970155,-370.0,-132.25,16.5,116.0,289.0
588.0,-1.4591836734693877,145.83859611412407,-345.0,-133.0,41.0,110.0,276.0
568.0,-20.279929577464788,142.58415313496624,-367.0,-137.0,1.0,98.0,260.0
720.0,-53.5875,148.18965260698022,-397.0,-165.25,-66.5,72.25,272.0
1008.0,-8.246031746031745,144.50932966286197,-377.0,-131.5,21.5,109.0,278.0
486.0,-17.631687242798353,151.91994006622255,-376.0,-151.75,14.0,108.75,293.0
858.0,-14.143356643356643,143.89712294548144,-370.0,-134.5,10.5,99.0,269.0
638.0,-3.1018808777429467,146.87746458865658,-355.0,-136.75,27.0,114.5,298.0
751.0,-11.508655126498002,150.15396406685005,-377.0,-150.5,30.0,110.0,260.0
250.0,44.572,131.92847039666918,-340.0,-4.0,82.0,134.0,278.0
